"YEAR","BpS_Code","sclass","PERC_CHNG","AREA_CHNG","PREV_AREA","PERC_CHNG_VAR","AREA_CHNG_VAR","PREV_AREA_VAR","nPlots_AREA","N"
2018,"RaMEVG_ftd","D",-3.22688183981919,-1316.61968314563,40801.6081313779,1.1609966127831,1608046.44321898,194777455.662697,19,11598
2018,"RaMEVG_ftd","E",-0.766886805690768,-1051.20807237357,137074.737050235,0.0176359786981384,2978838.2455843,604796685.385345,53,11598
2018,"RaMEVG_fuc","A",0.178533673934357,127.67514703576,71513.2020879734,0.00194909333599679,264363.86821861,291608610.211591,28,5728
2018,"RaMEVG_fuc","B",-10,-222.313538673529,2223.13538673529,115.62746998554,58307.2363350791,5830723.63350791,1,5469
2018,"RaMEVG_fuc","C",1.22890129417179,429.911256285778,34983.3838018305,0.206183297897745,333251.359384437,164968028.071726,17,5728
2018,"RaMEVG_fuc","D",-6.15358073109358,-431.629296891298,7014.27860871814,8.41654081678666,78392.3265029164,11181271.5901134,6,5469
2018,"RaMEVG_fuc","E",0.0481004762107114,3.36676557920522,6999.44334117732,0.000797540724386502,12.7509439656629,17215733.0141354,3,5469
2018,"RaOAPI_fop","A",-5.47145536160305,-1080.50970562592,19748.1224686322,10.3421127560704,747178.853715894,137425954.395168,5,11339
2018,"RaOAPI_fop","B",1.72287252425602,254.238170514625,14756.6443213442,1.79309754182145,67853.3347509108,131521685.944562,3,11339
2018,"RaOAPI_fop","C",-10,-657.418453775967,6574.18453775967,127.769610135166,563431.289829295,56343128.9829295,1,5870
2018,"RaOAPI_fop","D",Inf,657.418453775967,0,NA,563431.289829295,0,1,5870
2018,"RaOAPI_fop","E",0,0,18036.4778669358,0,0,54168058.7590532,4,11339
2018,"RaPICOpu_fld","A",-1.87154026903067,-2930.1574090741,156563.9520325,0.124006596022426,9770313.34613697,930129815.068823,54,11339
2018,"RaPICOpu_fld","B",29.0660634063561,3662.68630632618,12601.2465297424,158.135022222587,2715240.54655453,29674948.5934673,15,11339
2018,"RaPICOpu_fld","C",-1.19844723231831,-2016.56951992751,168265.190618915,0.0423895851974298,10644663.7535077,924045649.876957,58,11339
2018,"RaPICOpu_fld","D",47.8008369293527,834.685244071468,1746.1728657703,2516.04530427806,754189.723248906,3342943.16484817,3,11339
2018,"RaPICOpu_fld","E",6.58780343729248,284.661355515499,4321.03596024249,23.6790750396189,63547.17308687,10185838.9028754,3,5469
2018,"RaPICOpu_flp","A",-3.08579959547047,-147.028746973837,4764.68877595471,4.75501384931722,37291.3891173317,11632289.1544713,3,5469
2018,"RaPICOpu_flp","B",1.5131414656564,177.781286542376,11749.1517202759,0.505780176538313,145679.553516244,29690343.5245259,7,5469
2018,"RaPICOpu_flp","C",0.963425077758051,60.7984478643106,6310.65655938626,0.381071606944874,123853.022274677,14891601.9931401,5,5469
2018,"RaPICOpu_flp","E",-1.23529776703476,-86.5082778966659,7003.03037900918,0.545258017662816,8023.12900784579,17880572.6310622,3,5469
2018,"RaPICOpu_flw","A",-2.66738011505234,-1035.90413308302,38836.0146811208,0.999067044164271,672771.478866173,216901473.34765,10,11339
2018,"RaPICOpu_flw","B",0,0,2465.46166240654,0,0,5586982.84865945,1,5469
2018,"RaPICOpu_flw","C",0.371483452243237,56.7969272831945,15289.2213476054,0.0552499863461534,3472.77609506592,93553064.6343671,5,11339
2018,"RaPICOpu_flw","D",Inf,279.164822455476,0,NA,78785.07003446,0,1,5870
2018,"RaPICOpu_flw","E",0,0,13278.5897292001,0,0,99107910.3495485,2,11339
2018,"RaPIJEsp_fjp","A",0.347566144518051,138.825051893884,39942.0524937444,0.01670136544168,37467.015051785,218967404.087468,14,11598
2018,"RaPIJEsp_fjp","B",0,0,2760.70162688986,0,0,7053085.85918058,1,5469
2018,"RaPIJEsp_fjp","C",-5.2777159542799,-96.2507347343321,1823.71949472344,24.8313968645889,35275.2378450192,3077912.78337044,2,5469
2018,"RaPIJEsp_fjp","D",17.1982064398301,189.495383947416,1101.83224402141,317.166293666137,40825.8699940387,1301545.62582535,2,5469
2018,"RaPIJEsp_fjp","E",-1.8027536252503,-234.617810397576,13014.4134568029,0.88516952183783,61921.0817936984,46779364.2806842,4,11339
2018,"RaPIPOm_fdp","A",-3.15996018990429,-6336.87045809033,200536.401639992,0.232703957588635,8181470.89390539,980144589.972972,132,13616
2018,"RaPIPOm_fdp","B",-0.648844726367746,-1610.92711302334,248276.212714459,0.00465628941768541,7439759.16396117,742181266.791381,122,11339
2018,"RaPIPOm_fdp","C",0.593473993817494,1260.6605152441,212420.515199824,0.00778290721596907,10223840.1161298,784883136.093686,130,11339
2018,"RaPIPOm_fdp","D",1.24168006153593,1689.66370095265,136078.830070169,0.0328885149890615,4062497.37736429,360216283.477693,96,11339
2018,"RaPIPOm_fdp","E",0.560367927616508,998.694869824512,178221.275809342,0.00630449167089755,4783973.0774815,533674936.645467,98,11339
2018,"RaPIPOm_fpd","A",-1.42490923631463,-2086.78771064759,146450.570847926,0.106357238513581,9875843.07472019,1201213748.73586,36,12178
2018,"RaPIPOm_fpd","B",6.01225257910653,4377.96753825337,72817.4254266605,4.4894481808138,6702822.86659045,652932195.034597,16,12178
2018,"RaPIPOm_fpd","C",-4.9381292884831,-7647.48463447006,154866.026944775,1.19857471862558,12233891.3157934,1215597792.68259,26,12178
2018,"RaPIPOm_fpd","D",4.22636128791038,4049.55320525536,95816.5412133417,1.68049508741225,11426929.7411048,842661392.198394,24,12178
2018,"RaPIPOm_fpd","E",0.646724913844446,382.009434204051,59068.3033893348,0.0627069428652832,1707798.98570068,492196925.411816,10,12178
2018,"RaPIPOm_fpl","A",0.370167384524791,973.99042135859,263121.620671407,0.00237348670166081,8335536.41027959,933040500.416049,170,11339
2018,"RaPIPOm_fpl","B",2.50699511192089,5360.43328682629,213819.056181528,0.0939066095977189,5811347.31352177,666628984.415695,136,11339
2018,"RaPIPOm_fpl","C",-2.96771070902064,-9234.68205724187,311171.90867601,0.0997213611332132,9647287.66799376,1138887762.36375,145,11339
