"YEAR","AREA_DOMAIN1","AREA_DOMAIN2","BpS_Code1","BpS_Code2","sclass1","sclass2","STATUS1","STATUS2","AREA_CHNG","AREA_CHNG_VAR","nPlots_AREA","N"
2017,1,0,"RaDFHEwt_fwm","RaDFHEwt_fwm","B",NA,"Forest","Non-forest",365.45753667842,60153.0805129839,3,9917
2017,1,0,"RaDFHEwt_fwm","RaDFHEwt_fwm","C",NA,"Forest","Non-forest",115.237138368971,14050.3496408947,2,9917
2017,1,0,"RaDFHEwt_fwm","RaDFHEwt_fwm","D",NA,"Forest","Non-forest",1.5659640149827,2.4091994804423,1,4789
2017,1,0,"RaDFHEwt_fwm","RaDFHEwt_fwm","E",NA,"Forest","Non-forest",6.48117184079097,41.9909863774124,1,4789
2017,1,0,"RaDFHEwt_fwn","RaDFHEwt_fwn","A",NA,"Forest","Non-forest",141.566796623999,15891.4479788564,2,5128
2017,1,0,"RaDFHEwt_fwn","RaDFHEwt_fwn","C",NA,"Forest","Non-forest",196.780845073304,52482.289869288,1,5128
2017,1,0,"RaDFHEwt_fww","RaDFHEwt_fww","C",NA,"Forest","Non-forest",22.3460909194251,531.714635412808,1,5128
2017,1,0,"RaDFWV_fwx","RaDFWV_fwx","C",NA,"Forest","Non-forest",317.451371938224,108929.99503155,1,5128
2017,1,0,"RaMCONdy_fdd","RaMCONdy_fdd","A",NA,"Forest","Non-forest",6044.87519520041,3130853.64895523,45,15338
2017,1,0,"RaMCONdy_fdd","RaMCONdy_fdd","B",NA,"Forest","Non-forest",1439.18439859283,448126.664230214,20,15338
2017,1,0,"RaMCONdy_fdd","RaMCONdy_fdd","C",NA,"Forest","Non-forest",7068.89192055995,3447400.69783616,52,15338
2017,1,0,"RaMCONdy_fdd","RaMCONdy_fdd","D",NA,"Forest","Non-forest",959.917120890601,485879.534481941,4,5421
2017,1,0,"RaMCONdy_fdd","RaMCONdy_fdd","E",NA,"Forest","Non-forest",110.800413262665,9760.17729924824,2,5421
2017,1,0,"RaMCONdy_fdg","RaMCONdy_fdg","A",NA,"Forest","Non-forest",201.459324673027,13955.3838676738,4,4789
2017,1,0,"RaMCONdy_fdg","RaMCONdy_fdg","B",NA,"Forest","Non-forest",8.69908209790889,49.636658826482,4,4789
2017,1,0,"RaMCONdy_fdg","RaMCONdy_fdg","C",NA,"Forest","Non-forest",25.7940764154898,207.487781087523,6,4789
2017,1,0,"RaMCONdy_fdg","RaMCONdy_fdg","D",NA,"Forest","Non-forest",1.21823754511396,1.55407502297574,1,4789
2017,1,0,"RaMCONdy_fdg","RaMCONdy_fdg","E",NA,"Forest","Non-forest",33.9902386988044,1245.27773297783,1,4789
2017,1,0,"RaMCONdy_fmd","RaMCONdy_fmd","A",NA,"Forest","Non-forest",4521.53636517388,2249533.83033692,17,15338
2017,1,0,"RaMCONdy_fmd","RaMCONdy_fmd","B",NA,"Forest","Non-forest",545.579151847776,251170.858609821,5,10549
2017,1,0,"RaMCONdy_fmd","RaMCONdy_fmd","C",NA,"Forest","Non-forest",2144.79756724691,526338.83057339,18,15338
2017,1,0,"RaMCONdy_fmd","RaMCONdy_fmd","D",NA,"Forest","Non-forest",8.49269142987288,70.087473151137,1,4789
2017,1,0,"RaMCONdy_fmd","RaMCONdy_fmd","E",NA,"Forest","Non-forest",630.86491808527,197680.740230058,4,8255
2017,1,0,"RaMCONdy_fmx","RaMCONdy_fmx","A",NA,"Forest","Non-forest",88.6934200096695,4801.23859433938,5,4789
2017,1,0,"RaMCONdy_fmx","RaMCONdy_fmx","C",NA,"Forest","Non-forest",173.373386697546,16435.3264888113,6,9917
2017,1,0,"RaMCONdy_fmx","RaMCONdy_fmx","E",NA,"Forest","Non-forest",17.28049940096,158.754153558958,2,4789
2017,1,0,"RaMCONms_fcm","RaMCONms_fcm","A",NA,"Forest","Non-forest",1340.63235088857,303772.878522047,18,12057
2017,1,0,"RaMCONms_fcm","RaMCONms_fcm","B",NA,"Forest","Non-forest",745.978496633166,602675.585770818,3,6929
2017,1,0,"RaMCONms_fcm","RaMCONms_fcm","C",NA,"Forest","Non-forest",1697.78668044054,641235.956642358,21,15338
2017,1,0,"RaMCONms_fcm","RaMCONms_fcm","D",NA,"Forest","Non-forest",89.6252256265665,3711.33532772356,3,4789
2017,1,0,"RaMCONms_fcm","RaMCONms_fcm","E",NA,"Forest","Non-forest",34.8648673932012,1014.84803265581,2,4789
2017,1,0,"RaMCONms_fmm","RaMCONms_fmm","A",NA,"Forest","Non-forest",763.961726518909,147431.674100777,12,11872
2017,1,0,"RaMCONms_fmm","RaMCONms_fmm","B",NA,"Forest","Non-forest",131.279929213373,10249.2971403827,3,6744
2017,1,0,"RaMCONms_fmm","RaMCONms_fmm","C",NA,"Forest","Non-forest",565.016776380773,40979.0823513038,19,12057
