"strataID","BpS","SCLASS","YEAR","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2002_RaMCONdy_fmx","RaMCONdy","B",2002,"fmx","RaMCONdy_fmx","B",47504.3187052856,596169.8286,3912.34959594179,1081.1915428653,6743.50764901827,40760.8110562673
"2002_RaMCONdy_fmx","RaMCONdy","C",2002,"fmx","RaMCONdy_fmx","C",181842.828515,596169.8286,188470.697836873,171438.897277529,205502.498992387,0
"2002_RaMCONdy_fmx","RaMCONdy","D",2002,"fmx","RaMCONdy_fmx","D",228001.528620191,596169.8286,247119.653514703,228001.528620191,266237.777813044,0
"2002_RaMCONdy_fmx","RaMCONdy","E",2002,"fmx","RaMCONdy_fmx","E",61156.3708595229,596169.8286,73406.116161227,61156.3708595229,85655.8620591009,0
"2002_RaMCONms_fcm","RaMCONms","A",2002,"fcm","RaMCONms_fcm","A",273704.701319282,2203967.80925,319929.014075439,273704.701319282,366153.346667307,0
"2002_RaMCONms_fcm","RaMCONms","B",2002,"fcm","RaMCONms_fcm","B",915293.512002668,2203967.80925,978667.760034013,915293.512002668,1042041.92211061,0
"2002_RaMCONms_fcm","RaMCONms","C",2002,"fcm","RaMCONms_fcm","C",475442.133167316,2203967.80925,275837.782911883,230295.232334032,321380.353325444,154061.779841872
"2002_RaMCONms_fcm","RaMCONms","D",2002,"fcm","RaMCONms_fcm","D",171690.39488555,2203967.80925,212501.64148396,171690.39488555,253312.90791808,0
"2002_RaMCONms_fcm","RaMCONms","E",2002,"fcm","RaMCONms_fcm","E",367837.067875184,2203967.80925,417031.612948672,367837.067875184,466226.199897549,0
"2002_RaMCONms_fmm","RaMCONms","A",2002,"fmm","RaMCONms_fmm","A",219758.04504762,1769570.105205,256871.637017358,219758.04504762,293985.244913227,0
"2002_RaMCONms_fmm","RaMCONms","B",2002,"fmm","RaMCONms_fmm","B",734890.967794663,1769570.105205,785774.276654913,734890.967794663,836657.516501928,0
"2002_RaMCONms_fmm","RaMCONms","C",2002,"fmm","RaMCONms_fmm","C",313932.192416316,1769570.105205,221470.700469531,184904.496698716,258036.920166477,55895.2722498391
"2002_RaMCONms_fmm","RaMCONms","D",2002,"fmm","RaMCONms_fmm","D",137850.557011402,1769570.105205,170617.987476401,137850.557011402,203385.43386753,0
"2002_RaMCONms_fmm","RaMCONms","E",2002,"fmm","RaMCONms_fmm","E",363138.342935,1769570.105205,334835.505356369,295337.107995098,374333.936339471,0
"2002_RaMCONsw_fdm","RaMCONsw","A",2002,"fdm","RaMCONsw_fdm","A",31253.831166954,252622.9284,36871.6517647795,31253.831166954,42489.4748888343,-3.63797880709171e-12
"2002_RaMCONsw_fdm","RaMCONsw","B",2002,"fdm","RaMCONsw_fdm","B",19549.0098268761,252622.9284,7259.65667129685,4568.47017275607,9950.84342246055,9598.16640441552
"2002_RaMCONsw_fdm","RaMCONsw","C",2002,"fdm","RaMCONsw_fdm","C",27018.9730650825,252622.9284,31798.2691974889,27018.9730650825,36577.563056289,0
"2002_RaMCONsw_fdm","RaMCONsw","D",2002,"fdm","RaMCONsw_fdm","D",123302.864823235,252622.9284,131011.56279173,123302.864823235,138720.260760225,0
"2002_RaMCONsw_fdm","RaMCONsw","E",2002,"fdm","RaMCONsw_fdm","E",51498.249517852,252622.9284,45681.7902483109,39865.3309787699,51498.249517852,0
"2002_RaMCONsw_fiw","RaMCONsw","A",2002,"fiw","RaMCONsw_fiw","A",149885.881633477,1211519.002,176827.602431345,149885.881633477,203769.335344403,0
"2002_RaMCONsw_fiw","RaMCONsw","B",2002,"fiw","RaMCONsw_fiw","B",84056.4595604849,1211519.002,34815.5730003492,21909.2877254613,47721.8594867562,36334.6000737287
"2002_RaMCONsw_fiw","RaMCONsw","C",2002,"fiw","RaMCONsw_fiw","C",139272.422405,1211519.002,152496.875906966,129576.517421424,175417.223488837,0
"2002_RaMCONsw_fiw","RaMCONsw","D",2002,"fiw","RaMCONsw_fiw","D",591330.979656188,1211519.002,628300.047066896,591330.979656188,665269.114477605,0
"2002_RaMCONsw_fiw","RaMCONsw","E",2002,"fiw","RaMCONsw_fiw","E",246973.25874485,1211519.002,219078.914498115,191184.570251379,246973.25874485,0
"2002_RaMCONsw_fvw","RaMCONsw","A",2002,"fvw","RaMCONsw_fvw","A",14159.3127994382,114448.9149,16704.4241066192,14159.3127994382,19249.5365582892,0
"2002_RaMCONsw_fvw","RaMCONsw","B",2002,"fvw","RaMCONsw_fvw","B",8856.53165461208,114448.9149,3288.93277359566,2069.71100104209,4508.15466059815,4348.37699401393
"2002_RaMCONsw_fvw","RaMCONsw","C",2002,"fvw","RaMCONsw_fvw","C",12240.7422342707,114448.9149,14405.9663483447,12240.7422342707,16571.1894323786,0
"2002_RaMCONsw_fvw","RaMCONsw","D",2002,"fvw","RaMCONsw_fvw","D",55861.4341637909,114448.9149,59353.801714804,55861.4341637909,62846.169265817,0
"2002_RaMCONsw_fvw","RaMCONsw","E",2002,"fvw","RaMCONsw_fvw","E",23330.8940478881,114448.9149,20695.7909866767,18060.6879254653,23330.8940478881,0
"2002_RaMEVG_ftd","RaMEVG","A",2002,"ftd","RaMEVG_ftd","A",60888.42449133,430468.873975,71260.8143637336,60888.42449133,81633.2007923863,0
"2002_RaMEVG_ftd","RaMEVG","B",2002,"ftd","RaMEVG_ftd","B",39385.7616774711,430468.873975,32388.5301646128,25391.29649941,39385.7616774711,0
"2002_RaMEVG_ftd","RaMEVG","C",2002,"ftd","RaMEVG_ftd","C",207551.09362001,430468.873975,222228.833862823,207551.09362001,236906.573675167,0
"2002_RaMEVG_ftd","RaMEVG","D",2002,"ftd","RaMEVG_ftd","D",76488.5570794793,430468.873975,88152.5520199589,76488.5570794793,99816.538351061,0
"2002_RaMEVG_ftd","RaMEVG","E",2002,"ftd","RaMEVG_ftd","E",46155.0371067093,430468.873975,16438.1538951245,10989.1867680099,21887.1214527079,24267.9156540014
"2002_RaMEVG_fuc","RaMEVG","A",2002,"fuc","RaMEVG_fuc","A",21544.4632077359,108908.16587,18028.910009432,15404.7064374969,20653.1127101017,891.350497634234
"2002_RaMEVG_fuc","RaMEVG","B",2002,"fuc","RaMEVG_fuc","B",9964.55568570429,108908.16587,8194.26357794687,6423.97092564862,9964.55568570429,0
"2002_RaMEVG_fuc","RaMEVG","C",2002,"fuc","RaMEVG_fuc","C",52510.2052599992,108908.16587,56223.6578824852,52510.2052599992,59937.110396063,0
"2002_RaMEVG_fuc","RaMEVG","D",2002,"fuc","RaMEVG_fuc","D",19351.5233392988,108908.16587,22302.5016155083,19351.5233392988,25253.4777135545,0
"2002_RaMEVG_fuc","RaMEVG","E",2002,"fuc","RaMEVG_fuc","E",5537.41837726178,108908.16587,4158.83539842365,2780.2525284937,5537.41837726178,0
"2002_RaOAPI_fop","RaOAPI","A",2002,"fop","RaOAPI_fop","A",18775.661684085,84077.096935,21129.7155541251,18775.661684085,23483.7694241652,0
"2002_RaOAPI_fop","RaOAPI","B",2002,"fop","RaOAPI_fop","B",4233.75434396202,84077.096935,3201.0551204272,2168.35572873818,4233.75434396202,0
"2002_RaOAPI_fop","RaOAPI","C",2002,"fop","RaOAPI_fop","C",13948.6679200135,84077.096935,16130.6860929265,13948.6679200135,18312.7042658395,0
"2002_RaOAPI_fop","RaOAPI","D",2002,"fop","RaOAPI_fop","D",38143.4013472624,84077.096935,40946.3839515389,38143.4013472624,43749.369750745,0
"2002_RaOAPI_fop","RaOAPI","E",2002,"fop","RaOAPI_fop","E",8975.61163967715,84077.096935,2669.25478667169,1753.88288182804,3584.62677559243,5390.98486408471
"2002_RaPICOpu_fld","RaPICOpu","A",2002,"fld","RaPICOpu_fld","A",86979.0775701657,357333.388645,77287.4331633286,67595.781967157,86979.0775701657,0
"2002_RaPICOpu_fld","RaPICOpu","B",2002,"fld","RaPICOpu_fld","B",57269.646390107,357333.388645,49555.0079159574,41840.3697991412,57269.646390107,0
"2002_RaPICOpu_fld","RaPICOpu","C",2002,"fld","RaPICOpu_fld","C",159777.195227926,357333.388645,170508.224552983,159777.195227926,181239.25387804,0
"2002_RaPICOpu_fld","RaPICOpu","D",2002,"fld","RaPICOpu_fld","D",31927.3037368012,357333.388645,38909.8961881996,32431.497238741,45388.2983536587,-504.193501939772
"2002_RaPICOpu_fld","RaPICOpu","E",2002,"fld","RaPICOpu_fld","E",21380.16572,357333.388645,21072.8268245314,16015.1929323265,26130.4607167363,0
"2002_RaPICOpu_flp","RaPICOpu","A",2002,"flp","RaPICOpu_flp","A",4713.08588187006,24914.91185,5388.83195796219,4713.08588187006,6064.57756067099,0
"2002_RaPICOpu_flp","RaPICOpu","B",2002,"flp","RaPICOpu_flp","B",4978.22546554013,24914.91185,3455.20092212465,2917.30120510134,3993.10066406287,985.124801477257
"2002_RaPICOpu_flp","RaPICOpu","C",2002,"flp","RaPICOpu_flp","C",11140.3939884802,24914.91185,11888.6102430748,11140.3939884802,12636.8264976694,0
"2002_RaPICOpu_flp","RaPICOpu","D",2002,"flp","RaPICOpu_flp","D",2261.27174382101,24914.91185,2712.97523385017,2261.27174382101,3164.67894811354,0
"2002_RaPICOpu_flp","RaPICOpu","E",2002,"flp","RaPICOpu_flp","E",1821.93477028859,24914.91185,1469.29349298818,1116.65221568777,1821.93477028859,0
"2002_RaPICOpu_flw","RaPICOpu","A",2002,"flw","RaPICOpu_flw","A",15402.18812,75354.765035,16298.4388004303,14254.6552585172,18342.2209106028,0
"2002_RaPICOpu_flw","RaPICOpu","B",2002,"flw","RaPICOpu_flw","B",13909.0329616481,75354.765035,10450.2016785349,8823.33231480946,12077.0711176151,1831.96184403304
"2002_RaPICOpu_flw","RaPICOpu","C",2002,"flw","RaPICOpu_flw","C",33693.9490877329,75354.765035,35956.9175621866,33693.9490877329,38219.8860366404,0
"2002_RaPICOpu_flw","RaPICOpu","D",2002,"flw","RaPICOpu_flw","D",6839.18136904494,75354.765035,8205.35157914091,6839.18136904494,9571.52246742976,0
"2002_RaPICOpu_flw","RaPICOpu","E",2002,"flw","RaPICOpu_flw","E",5510.41349657409,75354.765035,4443.85541470735,3377.2973328406,5510.41349657409,0
"2002_RaPIJEsp_fjp","RaPIJEsp","A",2002,"fjp","RaPIJEsp_fjp","A",14723.4780385203,81797.103395,12269.56550925,10797.2174845458,13741.9127159832,981.565322537104
"2002_RaPIJEsp_fjp","RaPIJEsp","B",2002,"fjp","RaPIJEsp_fjp","B",2126.7246064729,81797.103395,817.97103395,0,2126.7246064729,4.54747350886464e-13
"2002_RaPIJEsp_fjp","RaPIJEsp","C",2002,"fjp","RaPIJEsp_fjp","C",33700.4072531168,81797.103395,35990.7254938,33700.4072531168,38281.0437344832,0
"2002_RaPIJEsp_fjp","RaPIJEsp","D",2002,"fjp","RaPIJEsp_fjp","D",29446.9572222,81797.103395,31900.87032405,29446.9572222,34354.7834259,0
"2002_RaPIJEsp_fjp","RaPIJEsp","E",2002,"fjp","RaPIJEsp_fjp","E",1799.53627469,81797.103395,817.97103395,0,1799.53627469,0
"2002_RaPIPOm_fdp","RaPIPOm","A",2002,"fdp","RaPIPOm_fdp","A",150468.072137121,1048723.860445,112969.747620642,93460.6270925691,132478.868148715,17989.2039884061
"2002_RaPIPOm_fdp","RaPIPOm","B",2002,"fdp","RaPIPOm_fdp","B",87321.9020497009,1048723.860445,72278.2152089632,57234.52417333,87321.9020497009,0
"2002_RaPIPOm_fdp","RaPIPOm","C",2002,"fdp","RaPIPOm_fdp","C",359361.586678807,1048723.860445,390167.369763851,359361.586678807,420973.112997388,0
"2002_RaPIPOm_fdp","RaPIPOm","D",2002,"fdp","RaPIPOm_fdp","D",411404.484132741,1048723.860445,444272.717974728,411404.484132741,477140.952865439,0
"2002_RaPIPOm_fdp","RaPIPOm","E",2002,"fdp","RaPIPOm_fdp","E",40167.8154466304,1048723.860445,29035.8360949129,17903.8556944715,40167.8154466304,0
"2002_RaPIPOm_fpd","RaPIPOm","A",2002,"fpd","RaPIPOm_fpd","A",87251.003515745,608117.110395,65507.0787232461,54194.4439588904,76819.7134876018,10431.2900281432
"2002_RaPIPOm_fpd","RaPIPOm","B",2002,"fpd","RaPIPOm_fpd","B",50634.8188989682,608117.110395,41911.5279390439,33188.2345466513,50634.8188989682,0
"2002_RaPIPOm_fpd","RaPIPOm","C",2002,"fpd","RaPIPOm_fpd","C",208380.8120713,608117.110395,226243.973671517,208380.8120713,244107.112163283,0
"2002_RaPIPOm_fpd","RaPIPOm","D",2002,"fpd","RaPIPOm_fpd","D",238558.609687959,608117.110395,257617.712032874,238558.609687959,276676.814985907,0
"2002_RaPIPOm_fpd","RaPIPOm","E",2002,"fpd","RaPIPOm_fpd","E",23291.8662210276,608117.110395,16836.8332312463,10381.7996333479,23291.8662210276,0
"2002_RaPIPOm_fpl","RaPIPOm","A",2002,"fpl","RaPIPOm_fpl","A",138135.608061146,962769.74971,103710.671363362,85800.5314339574,121620.811292766,16514.7967683797
"2002_RaPIPOm_fpl","RaPIPOm","B",2002,"fpl","RaPIPOm_fpl","B",80164.9404114047,962769.74971,66354.2442304034,52543.5441983231,80164.9404114047,0
"2002_RaPIPOm_fpl","RaPIPOm","C",2002,"fpl","RaPIPOm_fpl","C",329908.070095148,962769.74971,358188.990544334,329908.070095148,386469.874408269,0
"2002_RaPIPOm_fpl","RaPIPOm","D",2002,"fpl","RaPIPOm_fpl","D",377685.496780802,962769.74971,407859.828140091,377685.496780802,438034.160462149,0
"2002_RaPIPOm_fpl","RaPIPOm","E",2002,"fpl","RaPIPOm_fpl","E",36875.6343614993,962769.74971,26656.0395010541,16436.4436778391,36875.6343614993,0
"2002_RaPIPOxe_fpd","RaPIPOxe","A",2002,"fpd","RaPIPOxe_fpd","A",136370.020849948,643144.1005,152046.449920947,136370.020849948,167722.878991946,0
"2002_RaPIPOxe_fpd","RaPIPOxe","B",2002,"fpd","RaPIPOxe_fpd","B",77648.1667974605,643144.1005,37167.0538162809,26847.0291625409,47487.0758974445,30161.090900016
"2002_RaPIPOxe_fpd","RaPIPOxe","C",2002,"fpd","RaPIPOxe_fpd","C",127763.616349632,643144.1005,144205.996600833,127763.616349632,160648.389071773,0
"2002_RaPIPOxe_fpd","RaPIPOxe","D",2002,"fpd","RaPIPOxe_fpd","D",261229.204230019,643144.1005,277930.675725251,261229.204230019,294632.172303102,0
"2002_RaPIPOxe_fpd","RaPIPOxe","E",2002,"fpd","RaPIPOxe_fpd","E",40133.0922729407,643144.1005,31793.9115738065,23454.7328041045,40133.0922729407,0
"2002_RaPIPOxe_fxp","RaPIPOxe","A",2002,"fxp","RaPIPOxe_fxp","A",264158.633626231,1012933.16591,239468.71589752,214778.79816881,264158.633626231,0
"2002_RaPIPOxe_fxp","RaPIPOxe","B",2002,"fxp","RaPIPOxe_fxp","B",74790.7569877599,1012933.16591,58537.023756269,42283.2864730455,74790.7569877599,0
"2002_RaPIPOxe_fxp","RaPIPOxe","C",2002,"fxp","RaPIPOxe_fxp","C",201223.96255603,1012933.16591,227120.231012815,201223.96255603,253016.518715329,0
"2002_RaPIPOxe_fxp","RaPIPOxe","D",2002,"fxp","RaPIPOxe_fxp","D",409551.365080763,1012933.16591,437732.693259593,411428.363663989,464037.062359592,-1876.99858322577
"2002_RaPIPOxe_fxp","RaPIPOxe","E",2002,"fxp","RaPIPOxe_fxp","E",63208.4476592163,1012933.16591,50074.4817251393,36940.5188298617,63208.4476592163,0
"2002_RaREFI_fcw","RaREFI","A",2002,"fcw","RaREFI_fcw","A",14142.441205823,265840.30804,18270.3922294481,14142.441205823,22398.3445822748,0
"2002_RaREFI_fcw","RaREFI","B",2002,"fcw","RaREFI_fcw","B",68769.2504628534,265840.30804,59932.7696649429,53627.7532003434,66237.7861295425,2531.46433331093
"2002_RaREFI_fcw","RaREFI","C",2002,"fcw","RaREFI_fcw","C",29098.0387334835,265840.30804,35007.4545139244,29098.0387334835,40916.8705602056,0
"2002_RaREFI_fcw","RaREFI","D",2002,"fcw","RaREFI_fcw","D",51468.9975105852,265840.30804,58249.1655106422,51468.9975105852,65029.3335106992,-7.27595761418343e-12
"2002_RaREFI_fcw","RaREFI","E",2002,"fcw","RaREFI_fcw","E",102361.580127255,265840.30804,94380.5298428067,86399.4792925181,102361.580127255,0
"2002_RaREFI_frf","RaREFI","A",2002,"frf","RaREFI_frf","A",4884.461385,56680.256885,3895.46089752127,3015.33355282768,4775.58852561613,108.872859383867
"2002_RaREFI_frf","RaREFI","B",2002,"frf","RaREFI_frf","B",16196.5853516913,56680.256885,12778.3661006267,11434.0629905661,14122.6692106874,2073.9161410039
"2002_RaREFI_frf","RaREFI","C",2002,"frf","RaREFI_frf","C",6204.04152561906,56680.256885,7463.99795188556,6204.04152561906,8723.95443483232,0
"2002_RaREFI_frf","RaREFI","D",2002,"frf","RaREFI_frf","D",10973.7910778919,56680.256885,12419.4020418578,10973.7910778919,13865.0130058237,0
"2002_RaREFI_frf","RaREFI","E",2002,"frf","RaREFI_frf","E",18421.3775447977,56680.256885,20123.0306866323,18421.3775447977,21824.6837717865,0
"2002_RaREFI_frm","RaREFI","A",2002,"frm","RaREFI_frm","A",4692.92585060982,88214.533515,6062.71539308606,4692.92585060982,7432.50537663497,0
"2002_RaREFI_frm","RaREFI","B",2002,"frm","RaREFI_frm","B",22819.8928690829,88214.533515,19887.6587122348,17795.4474507832,21979.8699736864,840.022895396582
"2002_RaREFI_frm","RaREFI","C",2002,"frm","RaREFI_frm","C",9655.68363955333,88214.533515,11616.6216186778,9655.68363955333,13577.5596860167,0
"2002_RaREFI_frm","RaREFI","D",2002,"frm","RaREFI_frm","D",17079.1015078037,88214.533515,19328.9836332351,17079.1015078037,21578.8657586664,0
"2002_RaREFI_frm","RaREFI","E",2002,"frm","RaREFI_frm","E",33966.9296479502,88214.533515,31318.5553927698,28670.1810493749,33966.9296479502,0
"2002_RaSAWD_fal","RaSAWD","A",2002,"fal","RaSAWD_fal","A",324170.885483665,1146762.0259,288064.3342626,251957.783041536,324170.885483665,0
"2002_RaSAWD_fal","RaSAWD","B",2002,"fal","RaSAWD_fal","B",282623.159453918,1146762.0259,249578.684167077,216534.207733475,282623.159453918,0
"2002_RaSAWD_fal","RaSAWD","C",2002,"fal","RaSAWD_fal","C",539967.980962418,1146762.0259,609119.030405563,569415.17730345,648822.838783957,-29447.1963410327
"2002_RaSAWD_fal","RaSAWD","D",NA,NA,NA,NA,0,1146762.0259,NA,NA,NA,0
"2002_RaSAWD_fal","RaSAWD","E",NA,NA,NA,NA,0,1146762.0259,NA,NA,NA,0
"2002_RaSAWD_fsw","RaSAWD","A",2002,"fsw","RaSAWD_fsw","A",16204.2064213515,57322.75604,14399.3620156725,12594.5176099934,16204.2064213515,0
"2002_RaSAWD_fsw","RaSAWD","B",2002,"fsw","RaSAWD_fsw","B",14127.3760856498,57322.75604,12475.5945018894,10823.8128608063,14127.3760856498,0
"2002_RaSAWD_fsw","RaSAWD","C",2002,"fsw","RaSAWD_fsw","C",26991.1735329987,57322.75604,30447.8006688933,28463.1393060144,32432.4597961846,-1471.96577301574
"2002_RaSAWD_fsw","RaSAWD","D",NA,NA,NA,NA,0,57322.75604,NA,NA,NA,0
"2002_RaSAWD_fsw","RaSAWD","E",NA,NA,NA,NA,0,57322.75604,NA,NA,NA,0
"2002_RaSPFI_fcd","RaSPFI","A",2002,"fcd","RaSPFI_fcd","A",41011.639555,1397847.76006,42185.9844321609,26655.9363554794,57716.0297131469,0
"2002_RaSPFI_fcd","RaSPFI","B",2002,"fcd","RaSPFI_fcd","B",271968.343849432,1397847.76006,311210.291759328,271968.343849432,350452.241067071,0
"2002_RaSPFI_fcd","RaSPFI","C",2002,"fcd","RaSPFI_fcd","C",399233.985712382,1397847.76006,344443.649782211,306667.329872413,382219.94453075,17014.0411816323
"2002_RaSPFI_fcd","RaSPFI","D",2002,"fcd","RaSPFI_fcd","D",253981.553173186,1397847.76006,288418.133816801,253981.553173186,322854.713062568,0
"2002_RaSPFI_fcd","RaSPFI","E",2002,"fcd","RaSPFI_fcd","E",431652.23777,1397847.76006,411589.710054433,371859.583384206,451319.836724661,0
"2002_RaSPFI_fmz","RaSPFI","A",2002,"fmz","RaSPFI_fmz","A",4591.98557915149,240805.525285,7267.32798170761,4591.98557915149,9942.66990265267,0
"2002_RaSPFI_fmz","RaSPFI","B",2002,"fmz","RaSPFI_fmz","B",46851.6542164384,240805.525285,53611.8166244272,46851.6542164384,60371.9792732216,0
"2002_RaSPFI_fmz","RaSPFI","C",2002,"fmz","RaSPFI_fmz","C",78994.8193707157,240805.525285,59336.8865958105,52829.2061322223,65844.5627248994,13150.2566458163
"2002_RaSPFI_fmz","RaSPFI","D",2002,"fmz","RaSPFI_fmz","D",43753.0917686944,240805.525285,49685.4394304663,43753.0917686944,55617.7868514326,0
"2002_RaSPFI_fmz","RaSPFI","E",2002,"fmz","RaSPFI_fmz","E",66613.97435,240805.525285,70904.056338227,64059.7959718098,77748.3167046443,0
"2002_RaSSHE_fss","RaSSHE","A",2002,"fss","RaSSHE_fss","A",134262.966520705,1853674.33433,99504.576505097,73062.1049080104,125947.042541161,8315.92397954449
"2002_RaSSHE_fss","RaSSHE","B",2002,"fss","RaSSHE_fss","B",251770.58233646,1853674.33433,190667.974411181,153383.235582744,227952.731776362,23817.8505600978
"2002_RaSSHE_fss","RaSSHE","C",NA,NA,NA,NA,166.382100900792,1853674.33433,6934.44368343311,166.382100900792,13702.5071196398,0
"2002_RaSSHE_fss","RaSSHE","D",2002,"fss","RaSSHE_fss","D",152698.831213394,1853674.33433,189845.115398452,152698.831213394,226991.382900441,0
"2002_RaSSHE_fss","RaSSHE","E",2002,"fss","RaSSHE_fss","E",1314775.57215854,1853674.33433,1366722.20950244,1314775.57215854,1418668.84870002,0
"2002_RaTAOAco_ftm","RaTAOAco","A",2002,"ftm","RaTAOAco_ftm","A",46128.4606329858,586701.13908,57065.5285350982,46128.4606329858,68002.5964372107,0
"2002_RaTAOAco_ftm","RaTAOAco","B",2002,"ftm","RaTAOAco_ftm","B",85614.2504869291,586701.13908,73287.755187144,60961.26047406,85614.2504869291,0
"2002_RaTAOAco_ftm","RaTAOAco","C",2002,"ftm","RaTAOAco_ftm","C",257416.691263391,586701.13908,278044.805855967,257416.691263391,298672.919861841,0
"2002_RaTAOAco_ftm","RaTAOAco","D",2002,"ftm","RaTAOAco_ftm","D",136632.987147984,586701.13908,153861.727179075,136632.987147984,171090.477770786,0
"2002_RaTAOAco_ftm","RaTAOAco","E",2002,"ftm","RaTAOAco_ftm","E",60908.7495487101,586701.13908,24441.3141089004,16848.8076276525,32033.8205901484,28874.9289585617
"2002_RaTAOAco_fto","RaTAOAco","A",2002,"fto","RaTAOAco_fto","A",3441.37694712539,26919.58038,2618.33492387049,2116.50995899295,3120.15988874803,321.217058377359
"2002_RaTAOAco_fto","RaTAOAco","B",2002,"fto","RaTAOAco_fto","B",3928.23457147249,26919.58038,3362.65857558029,2797.08260660767,3928.23457147249,0
"2002_RaTAOAco_fto","RaTAOAco","C",2002,"fto","RaTAOAco_fto","C",11811.0377670046,26919.58038,12757.5165649382,11811.0377670046,13703.9953359521,0
"2002_RaTAOAco_fto","RaTAOAco","D",2002,"fto","RaTAOAco_fto","D",6269.12483220545,26919.58038,7059.63028927742,6269.12483220545,7850.13623090184,0
"2002_RaTAOAco_fto","RaTAOAco","E",2002,"fto","RaTAOAco_fto","E",1469.80626219206,26919.58038,1121.43964945952,773.073036726971,1469.80626219206,2.27373675443232e-13
