BpS_Code,MAP_ZONE,SCLASS,AREA_PCT,AREA,AREA_TOTAL
RaPICOpu_fld,OEC,A,14.945274167011,54381.80456,363872.91362
RaPICOpu_fld,OEC,B,30.7189534494266,111777.95095,363872.91362
RaPICOpu_fld,OEC,C,42.7568642598872,155580.647755,363872.91362
RaPICOpu_fld,OEC,D,3.92817066343307,14293.549045,363872.91362
RaPICOpu_fld,OEC,E,7.65073746024218,27838.96131,363872.91362
RaPICOpu_flp,OSW,A,0.586939920794189,147.003095,25045.68011
RaPICOpu_flp,OSW,B,73.4829245768882,18404.298225,25045.68011
RaPICOpu_flp,OSW,C,4.05175016427214,1014.788385,25045.68011
RaPICOpu_flp,OSW,D,0.374718073487364,93.85069,25045.68011
RaPICOpu_flp,OSW,E,21.5036672645581,5385.739715,25045.68011
RaPICOpu_flw,OEC,A,12.6897662074635,9921.263345,78183.184645
RaPICOpu_flw,OEC,B,35.4039669919869,27679.948885,78183.184645
RaPICOpu_flw,OEC,C,33.769780202588,26402.28961,78183.184645
