LF_BpS_Code,FRG,Order,Donate,Receive,Primary,Secondary,ActiveOnly,ActivePassive,PassiveOnly
RaMCONsw_fiw,1,14,D,E,Grow w/o fire,None,0,0,1
RaMCONsw_fiw,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONsw_fiw,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fiw,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fiw,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fiw,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONsw_fiw,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONsw_fvw,1,1,B,C,Thin / low fire,None,1,0,0
RaMCONsw_fvw,1,2,E,D,Thin / low fire,None,1,0,0
RaMCONsw_fvw,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMCONsw_fvw,1,4,D,C,Overstory removal,None,1,0,0
RaMCONsw_fvw,1,5,E,C,Overstory removal,None,1,0,0
RaMCONsw_fvw,1,6,B,A,Regen / high fire,None,1,0,0
RaMCONsw_fvw,1,7,C,A,Regen / high fire,None,1,0,0
RaMCONsw_fvw,1,8,D,A,Regen / high fire,None,1,0,0
RaMCONsw_fvw,1,9,E,A,Regen / high fire,None,1,0,0
RaMCONsw_fvw,1,10,A,C,Grow w/ fire,None,0,0,1
RaMCONsw_fvw,1,11,C,D,Grow w/ fire,None,0,0,1
RaMCONsw_fvw,1,12,A,B,Grow w/o fire,None,0,0,1
RaMCONsw_fvw,1,13,B,E,Grow w/o fire,None,0,0,1
RaMCONsw_fvw,1,14,D,E,Grow w/o fire,None,0,0,1
RaMCONsw_fvw,1,15,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMCONsw_fvw,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fvw,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fvw,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMCONsw_fvw,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMCONsw_fvw,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMEVG_ftd,1,1,B,C,Thin / low fire,None,1,0,0
RaMEVG_ftd,1,2,E,D,Thin / low fire,None,1,0,0
RaMEVG_ftd,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMEVG_ftd,1,4,D,C,Overstory removal,None,1,0,0
RaMEVG_ftd,1,5,E,C,Overstory removal,None,1,0,0
RaMEVG_ftd,1,6,B,A,Regen / high fire,None,1,0,0
RaMEVG_ftd,1,7,C,A,Regen / high fire,None,1,0,0
RaMEVG_ftd,1,8,D,A,Regen / high fire,None,1,0,0
RaMEVG_ftd,1,9,E,A,Regen / high fire,None,1,0,0
RaMEVG_ftd,1,10,A,C,Grow w/ fire,None,0,0,1
RaMEVG_ftd,1,11,C,D,Grow w/ fire,None,0,0,1
RaMEVG_ftd,1,12,A,B,Grow w/o fire,None,0,0,1
RaMEVG_ftd,1,13,B,E,Grow w/o fire,None,0,0,1
RaMEVG_ftd,1,14,D,E,Grow w/o fire,None,0,0,1
RaMEVG_ftd,1,15,C,B,Grow w/o fire,None,0,0,1
RaMEVG_ftd,1,16,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMEVG_ftd,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMEVG_ftd,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMEVG_ftd,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMEVG_ftd,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMEVG_fuc,1,1,B,C,Thin / low fire,None,1,0,0
RaMEVG_fuc,1,2,E,D,Thin / low fire,None,1,0,0
RaMEVG_fuc,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaMEVG_fuc,1,4,D,C,Overstory removal,None,1,0,0
RaMEVG_fuc,1,5,E,C,Overstory removal,None,1,0,0
RaMEVG_fuc,1,6,B,A,Regen / high fire,None,1,0,0
RaMEVG_fuc,1,7,C,A,Regen / high fire,None,1,0,0
RaMEVG_fuc,1,8,D,A,Regen / high fire,None,1,0,0
RaMEVG_fuc,1,9,E,A,Regen / high fire,None,1,0,0
RaMEVG_fuc,1,10,A,C,Grow w/ fire,None,0,0,1
RaMEVG_fuc,1,11,C,D,Grow w/ fire,None,0,0,1
RaMEVG_fuc,1,12,A,B,Grow w/o fire,None,0,0,1
RaMEVG_fuc,1,13,B,E,Grow w/o fire,None,0,0,1
RaMEVG_fuc,1,14,D,E,Grow w/o fire,None,0,0,1
RaMEVG_fuc,1,15,C,B,Grow w/o fire,None,0,0,1
RaMEVG_fuc,1,16,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaMEVG_fuc,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaMEVG_fuc,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaMEVG_fuc,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaMEVG_fuc,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaOAPI_fop,1,1,B,C,Thin / low fire,None,1,0,0
RaOAPI_fop,1,2,E,D,Thin / low fire,None,1,0,0
RaOAPI_fop,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaOAPI_fop,1,4,D,C,Overstory removal,None,1,0,0
RaOAPI_fop,1,5,E,C,Overstory removal,None,1,0,0
RaOAPI_fop,1,6,B,A,Regen / high fire,None,1,0,0
RaOAPI_fop,1,7,C,A,Regen / high fire,None,1,0,0
RaOAPI_fop,1,8,D,A,Regen / high fire,None,1,0,0
RaOAPI_fop,1,9,E,A,Regen / high fire,None,1,0,0
RaOAPI_fop,1,10,A,C,Grow w/ fire,None,0,0,1
RaOAPI_fop,1,11,C,D,Grow w/ fire,None,0,0,1
RaOAPI_fop,1,12,A,B,Grow w/o fire,None,0,0,1
RaOAPI_fop,1,13,B,E,Grow w/o fire,None,0,0,1
RaOAPI_fop,1,14,C,E,Grow w/o fire,None,0,0,1
RaOAPI_fop,1,15,D,E,Grow w/o fire,None,0,0,1
RaOAPI_fop,1,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaOAPI_fop,1,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaOAPI_fop,1,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaOAPI_fop,1,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaOAPI_fop,1,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPICOpu_fld,4,1,B,A,Regen / high fire,None,1,0,0
RaPICOpu_fld,4,2,C,A,Regen / high fire,None,1,0,0
RaPICOpu_fld,4,3,D,A,Regen / high fire,None,1,0,0
RaPICOpu_fld,4,4,E,A,Regen / high fire,None,1,0,0
RaPICOpu_fld,4,5,D,C,Overstory removal,None,1,0,0
RaPICOpu_fld,4,6,E,C,Overstory removal,None,1,0,0
RaPICOpu_fld,4,7,B,C,Thin / low fire,None,1,0,0
RaPICOpu_fld,4,8,E,D,Thin / low fire,None,1,0,0
RaPICOpu_fld,4,9,A,B,Grow w/o fire,None,0,0,1
RaPICOpu_fld,4,10,B,E,Grow w/o fire,None,0,0,1
RaPICOpu_fld,4,11,C,B,Grow w/o fire,None,0,0,1
RaPICOpu_fld,4,12,D,E,Grow w/o fire,None,0,0,1
RaPICOpu_fld,4,13,A,C,Grow w/ fire,None,0,0,1
RaPICOpu_fld,4,14,A,D,Grow w/ fire,None,0,0,1
RaPICOpu_fld,4,15,B,D,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_fld,4,16,C,D,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_fld,4,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_fld,4,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_fld,4,19,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPICOpu_fld,4,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPICOpu_flp,4,1,B,A,Regen / high fire,None,1,0,0
RaPICOpu_flp,4,2,C,A,Regen / high fire,None,1,0,0
RaPICOpu_flp,4,3,D,A,Regen / high fire,None,1,0,0
RaPICOpu_flp,4,4,E,A,Regen / high fire,None,1,0,0
RaPICOpu_flp,4,5,D,C,Overstory removal,None,1,0,0
RaPICOpu_flp,4,6,E,C,Overstory removal,None,1,0,0
RaPICOpu_flp,4,7,B,C,Thin / low fire,None,1,0,0
RaPICOpu_flp,4,8,E,D,Thin / low fire,None,1,0,0
RaPICOpu_flp,4,9,A,B,Grow w/o fire,None,0,0,1
RaPICOpu_flp,4,10,B,E,Grow w/o fire,None,0,0,1
RaPICOpu_flp,4,11,C,B,Grow w/o fire,None,0,0,1
RaPICOpu_flp,4,12,D,E,Grow w/o fire,None,0,0,1
RaPICOpu_flp,4,13,A,C,Grow w/ fire,None,0,0,1
RaPICOpu_flp,4,14,A,D,Grow w/ fire,None,0,0,1
RaPICOpu_flp,4,15,B,D,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_flp,4,16,C,D,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_flp,4,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_flp,4,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_flp,4,19,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPICOpu_flp,4,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPICOpu_flw,4,1,B,A,Regen / high fire,None,1,0,0
RaPICOpu_flw,4,2,C,A,Regen / high fire,None,1,0,0
RaPICOpu_flw,4,3,D,A,Regen / high fire,None,1,0,0
RaPICOpu_flw,4,4,E,A,Regen / high fire,None,1,0,0
RaPICOpu_flw,4,5,D,C,Overstory removal,None,1,0,0
RaPICOpu_flw,4,6,E,C,Overstory removal,None,1,0,0
RaPICOpu_flw,4,7,B,C,Thin / low fire,None,1,0,0
RaPICOpu_flw,4,8,E,D,Thin / low fire,None,1,0,0
RaPICOpu_flw,4,9,A,B,Grow w/o fire,None,0,0,1
RaPICOpu_flw,4,10,B,E,Grow w/o fire,None,0,0,1
RaPICOpu_flw,4,11,C,B,Grow w/o fire,None,0,0,1
RaPICOpu_flw,4,12,D,E,Grow w/o fire,None,0,0,1
RaPICOpu_flw,4,13,A,C,Grow w/ fire,None,0,0,1
RaPICOpu_flw,4,14,A,D,Grow w/ fire,None,0,0,1
RaPICOpu_flw,4,15,B,D,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_flw,4,16,C,D,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_flw,4,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_flw,4,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPICOpu_flw,4,19,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPICOpu_flw,4,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIJEsp_fjp,1,1,B,C,Thin / low fire,None,1,0,0
RaPIJEsp_fjp,1,2,E,D,Thin / low fire,None,1,0,0
RaPIJEsp_fjp,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaPIJEsp_fjp,1,4,D,C,Overstory removal,None,1,0,0
RaPIJEsp_fjp,1,5,E,C,Overstory removal,None,1,0,0
RaPIJEsp_fjp,1,6,B,A,Regen / high fire,None,1,0,0
RaPIJEsp_fjp,1,7,C,A,Regen / high fire,None,1,0,0
RaPIJEsp_fjp,1,8,D,A,Regen / high fire,None,1,0,0
RaPIJEsp_fjp,1,9,E,A,Regen / high fire,None,1,0,0
RaPIJEsp_fjp,1,10,A,C,Grow w/ fire,None,0,0,1
RaPIJEsp_fjp,1,11,C,D,Grow w/ fire,None,0,0,1
RaPIJEsp_fjp,1,12,A,B,Grow w/o fire,None,0,0,1
RaPIJEsp_fjp,1,13,B,E,Grow w/o fire,None,0,0,1
RaPIJEsp_fjp,1,14,C,B,Grow w/o fire,None,0,0,1
RaPIJEsp_fjp,1,15,D,E,Grow w/o fire,None,0,0,1
RaPIJEsp_fjp,1,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIJEsp_fjp,1,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIJEsp_fjp,1,18,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaPIJEsp_fjp,1,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIJEsp_fjp,1,20,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOm_fdp,1,1,B,C,Thin / low fire,None,1,0,0
RaPIPOm_fdp,1,2,E,D,Thin / low fire,None,1,0,0
RaPIPOm_fdp,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaPIPOm_fdp,1,4,D,C,Overstory removal,None,1,0,0
RaPIPOm_fdp,1,5,E,C,Overstory removal,None,1,0,0
RaPIPOm_fdp,1,6,B,A,Regen / high fire,None,1,0,0
RaPIPOm_fdp,1,7,C,A,Regen / high fire,None,1,0,0
RaPIPOm_fdp,1,8,D,A,Regen / high fire,None,1,0,0
RaPIPOm_fdp,1,9,E,A,Regen / high fire,None,1,0,0
RaPIPOm_fdp,1,10,A,C,Grow w/ fire,None,0,0,1
RaPIPOm_fdp,1,11,C,D,Grow w/ fire,None,0,0,1
RaPIPOm_fdp,1,12,A,B,Grow w/o fire,None,0,0,1
RaPIPOm_fdp,1,13,B,E,Grow w/o fire,None,0,0,1
RaPIPOm_fdp,1,14,C,B,Grow w/o fire,None,0,0,1
RaPIPOm_fdp,1,15,D,E,Grow w/o fire,None,0,0,1
RaPIPOm_fdp,1,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOm_fdp,1,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOm_fdp,1,18,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaPIPOm_fdp,1,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOm_fdp,1,20,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOm_fpd,1,1,B,C,Thin / low fire,None,1,0,0
RaPIPOm_fpd,1,2,E,D,Thin / low fire,None,1,0,0
RaPIPOm_fpd,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaPIPOm_fpd,1,4,D,C,Overstory removal,None,1,0,0
RaPIPOm_fpd,1,5,E,C,Overstory removal,None,1,0,0
RaPIPOm_fpd,1,6,B,A,Regen / high fire,None,1,0,0
RaPIPOm_fpd,1,7,C,A,Regen / high fire,None,1,0,0
RaPIPOm_fpd,1,8,D,A,Regen / high fire,None,1,0,0
RaPIPOm_fpd,1,9,E,A,Regen / high fire,None,1,0,0
RaPIPOm_fpd,1,10,A,C,Grow w/ fire,None,0,0,1
RaPIPOm_fpd,1,11,C,D,Grow w/ fire,None,0,0,1
RaPIPOm_fpd,1,12,A,B,Grow w/o fire,None,0,0,1
RaPIPOm_fpd,1,13,B,E,Grow w/o fire,None,0,0,1
RaPIPOm_fpd,1,14,C,B,Grow w/o fire,None,0,0,1
RaPIPOm_fpd,1,15,D,E,Grow w/o fire,None,0,0,1
RaPIPOm_fpd,1,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOm_fpd,1,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOm_fpd,1,18,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaPIPOm_fpd,1,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOm_fpd,1,20,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOm_fpl,1,1,B,C,Thin / low fire,None,1,0,0
RaPIPOm_fpl,1,2,E,D,Thin / low fire,None,1,0,0
RaPIPOm_fpl,1,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaPIPOm_fpl,1,4,D,C,Overstory removal,None,1,0,0
RaPIPOm_fpl,1,5,E,C,Overstory removal,None,1,0,0
RaPIPOm_fpl,1,6,B,A,Regen / high fire,None,1,0,0
RaPIPOm_fpl,1,7,C,A,Regen / high fire,None,1,0,0
RaPIPOm_fpl,1,8,D,A,Regen / high fire,None,1,0,0
RaPIPOm_fpl,1,9,E,A,Regen / high fire,None,1,0,0
RaPIPOm_fpl,1,10,A,C,Grow w/ fire,None,0,0,1
RaPIPOm_fpl,1,11,C,D,Grow w/ fire,None,0,0,1
RaPIPOm_fpl,1,12,A,B,Grow w/o fire,None,0,0,1
RaPIPOm_fpl,1,13,B,E,Grow w/o fire,None,0,0,1
RaPIPOm_fpl,1,14,C,B,Grow w/o fire,None,0,0,1
RaPIPOm_fpl,1,15,D,E,Grow w/o fire,None,0,0,1
RaPIPOm_fpl,1,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOm_fpl,1,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOm_fpl,1,18,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaPIPOm_fpl,1,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOm_fpl,1,20,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOxe_fdp,3,1,B,C,Thin / low fire,None,1,0,0
RaPIPOxe_fdp,3,2,E,D,Thin / low fire,None,1,0,0
RaPIPOxe_fdp,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaPIPOxe_fdp,3,4,D,C,Overstory removal,None,1,0,0
RaPIPOxe_fdp,3,5,E,C,Overstory removal,None,1,0,0
RaPIPOxe_fdp,3,6,B,A,Regen / high fire,None,1,0,0
RaPIPOxe_fdp,3,7,C,A,Regen / high fire,None,1,0,0
RaPIPOxe_fdp,3,8,D,A,Regen / high fire,None,1,0,0
RaPIPOxe_fdp,3,9,E,A,Regen / high fire,None,1,0,0
RaPIPOxe_fdp,3,10,A,C,Grow w/ fire,None,0,0,1
RaPIPOxe_fdp,3,11,C,D,Grow w/ fire,None,0,0,1
RaPIPOxe_fdp,3,12,A,B,Grow w/o fire,None,0,0,1
RaPIPOxe_fdp,3,13,B,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fdp,3,14,C,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fdp,3,15,D,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fdp,3,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fdp,3,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fdp,3,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fdp,3,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaPIPOxe_fdp,3,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOxe_fpd,3,1,B,C,Thin / low fire,None,1,0,0
RaPIPOxe_fpd,3,2,E,D,Thin / low fire,None,1,0,0
RaPIPOxe_fpd,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaPIPOxe_fpd,3,4,D,C,Overstory removal,None,1,0,0
RaPIPOxe_fpd,3,5,E,C,Overstory removal,None,1,0,0
RaPIPOxe_fpd,3,6,B,A,Regen / high fire,None,1,0,0
RaPIPOxe_fpd,3,7,C,A,Regen / high fire,None,1,0,0
RaPIPOxe_fpd,3,8,D,A,Regen / high fire,None,1,0,0
RaPIPOxe_fpd,3,9,E,A,Regen / high fire,None,1,0,0
RaPIPOxe_fpd,3,10,A,C,Grow w/ fire,None,0,0,1
RaPIPOxe_fpd,3,11,C,D,Grow w/ fire,None,0,0,1
RaPIPOxe_fpd,3,12,A,B,Grow w/o fire,None,0,0,1
RaPIPOxe_fpd,3,13,B,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fpd,3,14,C,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fpd,3,15,D,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fpd,3,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fpd,3,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fpd,3,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fpd,3,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaPIPOxe_fpd,3,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaPIPOxe_fxp,3,1,B,C,Thin / low fire,None,1,0,0
RaPIPOxe_fxp,3,2,E,D,Thin / low fire,None,1,0,0
RaPIPOxe_fxp,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaPIPOxe_fxp,3,4,D,C,Overstory removal,None,1,0,0
RaPIPOxe_fxp,3,5,E,C,Overstory removal,None,1,0,0
RaPIPOxe_fxp,3,6,B,A,Regen / high fire,None,1,0,0
RaPIPOxe_fxp,3,7,C,A,Regen / high fire,None,1,0,0
RaPIPOxe_fxp,3,8,D,A,Regen / high fire,None,1,0,0
RaPIPOxe_fxp,3,9,E,A,Regen / high fire,None,1,0,0
RaPIPOxe_fxp,3,10,A,C,Grow w/ fire,None,0,0,1
RaPIPOxe_fxp,3,11,C,D,Grow w/ fire,None,0,0,1
RaPIPOxe_fxp,3,12,A,B,Grow w/o fire,None,0,0,1
RaPIPOxe_fxp,3,13,B,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fxp,3,14,C,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fxp,3,15,D,E,Grow w/o fire,None,0,0,1
RaPIPOxe_fxp,3,16,C,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fxp,3,17,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fxp,3,18,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaPIPOxe_fxp,3,19,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaPIPOxe_fxp,3,20,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaREFI_fcw,3,1,B,C,Thin / low fire,None,1,0,0
RaREFI_fcw,3,2,E,D,Thin / low fire,None,1,0,0
RaREFI_fcw,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaREFI_fcw,3,4,D,C,Overstory removal,None,1,0,0
RaREFI_fcw,3,5,E,C,Overstory removal,None,1,0,0
RaREFI_fcw,3,6,B,A,Regen / high fire,None,1,0,0
RaREFI_fcw,3,7,C,A,Regen / high fire,None,1,0,0
RaREFI_fcw,3,8,D,A,Regen / high fire,None,1,0,0
RaREFI_fcw,3,9,E,A,Regen / high fire,None,1,0,0
RaREFI_fcw,3,10,A,C,Grow w/ fire,None,0,0,1
RaREFI_fcw,3,11,C,D,Grow w/ fire,None,0,0,1
RaREFI_fcw,3,12,A,B,Grow w/o fire,None,0,0,1
RaREFI_fcw,3,13,B,E,Grow w/o fire,None,0,0,1
RaREFI_fcw,3,14,C,B,Grow w/o fire,None,0,0,1
RaREFI_fcw,3,15,D,E,Grow w/o fire,None,0,0,1
RaREFI_fcw,3,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaREFI_fcw,3,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaREFI_fcw,3,18,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaREFI_fcw,3,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaREFI_fcw,3,20,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaREFI_frf,3,1,B,C,Thin / low fire,None,1,0,0
RaREFI_frf,3,2,E,D,Thin / low fire,None,1,0,0
RaREFI_frf,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaREFI_frf,3,4,D,C,Overstory removal,None,1,0,0
RaREFI_frf,3,5,E,C,Overstory removal,None,1,0,0
RaREFI_frf,3,6,B,A,Regen / high fire,None,1,0,0
RaREFI_frf,3,7,C,A,Regen / high fire,None,1,0,0
RaREFI_frf,3,8,D,A,Regen / high fire,None,1,0,0
RaREFI_frf,3,9,E,A,Regen / high fire,None,1,0,0
RaREFI_frf,3,10,A,C,Grow w/ fire,None,0,0,1
RaREFI_frf,3,11,C,D,Grow w/ fire,None,0,0,1
RaREFI_frf,3,12,A,B,Grow w/o fire,None,0,0,1
RaREFI_frf,3,13,B,E,Grow w/o fire,None,0,0,1
RaREFI_frf,3,14,C,B,Grow w/o fire,None,0,0,1
RaREFI_frf,3,15,D,E,Grow w/o fire,None,0,0,1
RaREFI_frf,3,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaREFI_frf,3,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaREFI_frf,3,18,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaREFI_frf,3,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaREFI_frf,3,20,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaREFI_frm,3,1,B,C,Thin / low fire,None,1,0,0
RaREFI_frm,3,2,E,D,Thin / low fire,None,1,0,0
RaREFI_frm,3,3,B,D,Thin / low fire,Grow w/ fire,0,1,0
RaREFI_frm,3,4,D,C,Overstory removal,None,1,0,0
RaREFI_frm,3,5,E,C,Overstory removal,None,1,0,0
RaREFI_frm,3,6,B,A,Regen / high fire,None,1,0,0
RaREFI_frm,3,7,C,A,Regen / high fire,None,1,0,0
RaREFI_frm,3,8,D,A,Regen / high fire,None,1,0,0
RaREFI_frm,3,9,E,A,Regen / high fire,None,1,0,0
RaREFI_frm,3,10,A,C,Grow w/ fire,None,0,0,1
RaREFI_frm,3,11,C,D,Grow w/ fire,None,0,0,1
RaREFI_frm,3,12,A,B,Grow w/o fire,None,0,0,1
RaREFI_frm,3,13,B,E,Grow w/o fire,None,0,0,1
RaREFI_frm,3,14,C,B,Grow w/o fire,None,0,0,1
RaREFI_frm,3,15,D,E,Grow w/o fire,None,0,0,1
RaREFI_frm,3,16,D,B,Regen / high fire,Grow w/o fire,0,1,0
RaREFI_frm,3,17,E,B,Regen / high fire,Grow w/o fire,0,1,0
RaREFI_frm,3,18,A,D,Grow w/ fire,Grow w/ fire,0,0,1
RaREFI_frm,3,19,A,E,Grow w/o fire,Grow w/o fire,0,0,1
RaREFI_frm,3,20,C,E,Grow w/o fire,Grow w/o fire,0,0,1
RaSAWD_fal,3,1,B,C,Thin / low fire,None,1,0,0
RaSAWD_fal,3,2,B,A,Regen / high fire,None,1,0,0
RaSAWD_fal,3,3,A,C,Grow w/ fire,None,0,0,1
RaSAWD_fal,3,4,C,B,Grow w/o fire,None,0,0,1
RaSAWD_fal,3,5,C,A,Regen / high fire,None,1,0,0
RaSAWD_fal,3,6,A,B,Grow w/o fire,Grow w/o fire,0,0,1
RaSAWD_fsw,3,1,B,C,Thin / low fire,None,1,0,0
RaSAWD_fsw,3,2,B,A,Regen / high fire,None,1,0,0
RaSAWD_fsw,3,3,A,C,Grow w/ fire,None,0,0,1
RaSAWD_fsw,3,4,C,B,Grow w/o fire,None,0,0,1
RaSAWD_fsw,3,5,C,A,Regen / high fire,None,1,0,0
RaSAWD_fsw,3,6,A,B,Grow w/o fire,Grow w/o fire,0,0,1
RaSPFI_fcd,4,1,A,B,Regen / high fire,None,1,0,0
RaSPFI_fcd,4,2,B,A,Regen / high fire,None,1,0,0
RaSPFI_fcd,4,3,C,A,Regen / high fire,None,1,0,0
RaSPFI_fcd,4,4,C,B,Regen / high fire,None,1,0,0
RaSPFI_fcd,4,5,D,A,Regen / high fire,None,1,0,0
RaSPFI_fcd,4,6,D,B,Regen / high fire,None,1,0,0
RaSPFI_fcd,4,7,E,A,Regen / high fire,None,1,0,0
RaSPFI_fcd,4,8,E,B,Regen / high fire,None,1,0,0
RaSPFI_fcd,4,9,E,D,Overstory removal,None,1,0,0
RaSPFI_fcd,4,10,A,D,Grow w/o fire,None,0,0,1
