"BpS_Code","MAP_ZONE","stratID","SCLASS","AREA_PCT","AREA","AREA_TOTAL","avg","low","high","departure"
"Na0710412_fmc","OSW","Na0710412_fmc OSW","B",23.1435643564356,2578.44763,11141.09992,2528.05354322941,2246.73847518283,2809.36839959509,0
"Na0710412_fmc","OSW","Na0710412_fmc OSW","C",2.9683008623443,1522.76131458873,11141.09992,1776.21820711965,1522.76131458873,2029.67499938068,0
"Na0710412_fmc","OSW","Na0710412_fmc OSW","D",4.74688597892047,528.85531,11141.09992,548.849275099222,391.061419802037,706.637141537508,0
"Na0710412_fmc","OSW","Na0710412_fmc OSW","E",59.9149632705206,5103.9662619613,11141.09992,4644.55100059345,4342.9120484042,4946.19038728559,157.77587467571
"Na0710412_fmh","OEC","Na0710412_fmh OEC","A",4.95298986396759,58164.3550931472,460542.23785,67934.7586691349,58164.3550931472,77705.1622451227,0
"Na0710412_fmh","OEC","Na0710412_fmh OEC","B",41.1408469067958,116131.51475035,460542.23785,104502.737123239,92873.950745825,116131.51475035,0
"Na0710412_fmh","OEC","Na0710412_fmh OEC","C",4.95757739650285,60817.4554165033,460542.23785,73423.9450225485,62946.7385238299,83901.147376387,-2129.28310732653
"Na0710412_fmh","OEC","Na0710412_fmh OEC","D",4.74490904613126,21852.310305,460542.23785,22687.9100996831,16165.3968374451,29210.4238224632,0
"Na0710412_fmh","OEC","Na0710412_fmh OEC","E",44.2036767866025,203576.602285,460542.23785,191992.884632684,179523.965130886,204461.822095629,0
"Na0710412_fmh","OSW","Na0710412_fmh OSW","A",2.89873120124185,26163.7780876135,207163.388845,30558.7493819602,26163.7780876135,34953.7206763068,0
"Na0710412_fmh","OSW","Na0710412_fmh OSW","B",33.7300364676316,52238.8527482279,207163.388845,47007.938440338,41777.0201963436,52238.8527482279,0
"Na0710412_fmh","OSW","Na0710412_fmh OSW","C",2.6998070876243,25697.4457874038,207163.388845,33027.9223557217,28315.0134724102,37740.8293745627,-2617.56768500638
"Na0710412_fmh","OSW","Na0710412_fmh OSW","D",5.3538820260845,11091.28344,207163.388845,10205.5880129542,7271.59881470008,13139.5774183716,0
"Na0710412_fmh","OSW","Na0710412_fmh OSW","E",55.3175432174177,91972.0287817548,207163.388845,86363.1896182091,80754.3585340356,91972.0287817548,0
"Na0710412_fmh","WCB","Na0710412_fmh WCB","A",25.3298153034301,14.2214747183021,84.287705,12.4333110567271,10.6451473951521,14.2214747183021,0
"Na0710412_fmh","WCB","Na0710412_fmh WCB","B",23.2189973614776,19.57076,84.287705,19.1259240834387,16.9976421689215,21.2542043964896,0
"Na0710412_fmh","WCB","Na0710412_fmh WCB","C",27.1767810026385,15.3554540235802,84.287705,13.4379331782647,11.5204115743598,15.3554540235802,0
"Na0710412_fmh","WCB","Na0710412_fmh WCB","D",7.38786279683377,5.34604512621198,84.287705,4.15230507949946,2.95856511707465,5.34604512621198,0
"Na0710412_fmh","WCB","Na0710412_fmh WCB","E",16.8865435356201,29.7939711319057,84.287705,35.1382311806315,32.856189443173,37.4202762053106,-3.06221831126726
"Na0710412_fmh","WEC","Na0710412_fmh WEC","A",8.26150462231935,96321.4224879774,762667.846905,112501.420860067,96321.4224879774,128681.419232157,0
